no,berita,tagging
1888,"""Peserta Aksi 212 Jilid 2 yang berasal dari luar kota telah berdatangan di Masjid Istiqlal, namun mereka tidak bisa masuk karena pintu pagar masjid dikunci.Menurut pantauan, ratusan massa mengendarai 5 bos yang diantaranya berplat nomor AD (Solo dan sekitarnya) tertahan di pintu masuk masjid Istiqlal, Senin (20/2) malam, akibat masjid yang biasanya menjadi tempat berkumpul Aksi Bela Islam sebelumnya itu ditutup.Aparat kepolisian yang berjaga di depan Masjid Istiqlal kemudian mengarahkan bus dari daerah itu ke tempat lain. Tidak dijelaskan kemana tempat berkumpul massa tersebut dialihkan.Sebelumnya, Forum Umat Islam (FUI) memastikan tidak ada long march saat aksi 212 jilid II, Selasa (21/2) besok. Peserta aksi akan diarahkan langsung menuju ke titik konsentrasi aksi di depan gedung DPR/MPR RI.""""Skenario kita tidak ada long march. Jadi peserta diimbau semuanya langsung menuju ke gedung DPR/MPR RI,"""" kata Ustaz Bernard Abdul Jabbar selaku koordinator aksi 212 jilid II kepada wartawan di Mapolda Metro Jaya, Jakarta, Senin (20/2/2017).Ustadz Bernard memperkirakan jumlah peserta aksi yang akan hadir 10 ribu orang. Massa dari luar Jakarta diminta memarkir kendaraannya di kantong-kantong parkir yang telah disiapkan.""""Dan bagi mereka yang dari daerah-daerah yang bawa bus dan kendaraan, kami kemudian arahkan untuk parkir di Parkir Timur Senayan kalau yang dari arah selatan dan timur. Sementara dari arah barat ini akan kami arahkan untuk (memarkir kendaraan) di Stasiun Palmerah dan di depan gedung Departemen Kehutanan,"""" jelasnya.Ia menambahkan, pihaknya juga tidak memberikan fasilitas tempat penginapan bagi peserta aksi dari luar daerah. Artinya mereka yang dari luar kota Jakarta dipersilakan mencari tempat istirahat sendiri.""",Hoax
1889,"""Jakarta - Massa aksi 212 Jilid 2 yang berasal dari luar kota telahberdatangan di Masjid Istiqlal, namun mereka tidak bisamasuk karena pintu pagar masjid dikunci.Ratusan massa yang menggunakan bus tertahan di pintu masuk masjid Istiqlal,Senin (20/2/2017) malam, masjid Istiqlal yang biasanya menjadi tempatberkumpul Aksi Bela Islam sebelumnya itu ditutup.Aparat kepolisian yang berjaga di depan Masjid Istiqlalkemudian mengarahkan bus dari daerah itu ke tempat lain.Sebelumnya, Forum Umat Islam (FUI) memastikan tidak adalong march saat aksi 212 jilid II, Selasa (21/2/2017) .Peserta aksi akan diarahkan langsung menuju ke titik konsentrasiaksi di depan gedung DPR/MPR RI.“Skenario kita tidak ada long march.Jadi peserta diimbau semuanya langsung menuju ke gedung DPR/MPR RI,""""kata Ustaz Bernard Abdul Jabbar selaku koordinator aksi 212 jilid IIkepada wartawan di Mapolda Metro Jaya, Jakarta,""",Hoax
1890,"""Puluhan peserta aksi bela ulama yang dimotori Presidium Alumni 212, berkumpul di halaman Masjid Istiqlal, Jakarta Pusat, Jumat (9/6/2017) sore. Berkumpul disekitar pintu Al Fattah, massa mendengarkan orasi menggunakan mobil dengan pengeras suara. Mereka memilih duduk-duduk lantaran di dalam banyak jemaah yang mengikuti kegiatan rutin yang diselenggarakan pengurus Masjid Istiqlal. Alhasil, massa tersebut hanya bisa berorasi dan melantunkan doa-doa di bagian luar masjid yang terpusat di sekitar mobil komando mereka. Dalam orasinya, massa menyampaikan mereka bakal berusaha untuk masuk ke dalam Masjid Istiqlal dan melakukan kegiatannya hingga waktu shalat tarawih nanti. """"Jangan mengkriminalisasi ulama, karena ulama itu adalah penyiar agama melanjutkan Nabi Muhammad SAW,"""" kata orator aksi diatas mobil komando.""",Hoax
1893,"""Ribuan Massa yang akan mengikuti Aksi 212, dari berbagai daerah tertahan di depan pelataranmesjid Istiqlal Jakarta Pusat.Pantauan kami Selasa Pukul 04.00. Wib terlihat puluhan bus antar kota yang terparkirdi tepi jalan lapang banteng depan pagar masjid Istiqlal yang menurunkanribuan peserta Aksi 212 merasa aneh karena tidak boleh masuk ke dalam mesjidwalau pun akan melaksanakan ibadah sholat shubuh.Salah satu peserta Aksi 212 dari Madura bernama Solihin,sempat kami wawancara ”Kita semua disini sebagai umat islam merasa diintimidasi, dilarang beribadah di mesjidsecara halus dengan di gemboknya gerbang pintu mesjid, masjid itu rumah Allah jadi kamisebagai umat islam yang taat harus melaksanakan ibadah, coba anda pikir mesjid didalam kosong kami harus sholat di depan gerbang,kan ga masuk akal” ucap Solihinkepada kami dengan nada tinggi.Aksi Bela Islam 212 Jilid 2 akan di gelar bada sholat shubuh,diperkirakan sekitar 50.000 massa bahkan bisa lebih.Polda Metro Jaya telah memberikan izin Aksi 212 hari ini dimulai pukul 07.00 sampai dengan 18.00.Wib,ribuan pesonel Polisi dan TNI dikerahkan untuk mengamankan aksi ini.""",Hoax
1897,"""untuk melakukan aksi bela Islam dan Negara yang akan dilakukan oleh masyarakat Muslim, tergabung dalam Forum Umat Islam (FUI), yang sudah gerah dengan perilaku pemimpin negeri ini, dimana seharusnya mereka menjalankan aturan dan UU dengan tegas dan benar, namun dalam kenyataannya tidak demikian.Anggapan ini bermuara pada kasus penistaan agama Islam yang dilakukan oleh terdakwa Basuki Tjahaja Purnama alias Ahok, yang saat ini sedang menjalani sidang, justru tidak diberhentikan dan masyarakat menganggap jika alasan yang diberikan terkesan dibuat-buat.Bahkan tidak sedikit para pakar hukum dan tata negara, termasuk mantan Ketua MK, Mahfud MD juga ikut mengkritisi sikap pemerintah, khususnya Menteri Dalam Negeri (Mendagri) Tjahjo Kumolo termasuk Presiden Joko Widodo alias Jokowi yang diam ketika Ahok kembali diberikan kursi sebagai Gubernur. Sementara beberapa kepala daerah justru mengalami hal kebalikannya.Akibatnya tuntutan mereka dalam aksi yang disebut Aksi Bela Islam dan Negara 212 ini akan dilaksanakan di depan gedung MPR DPR RI, dan rupanya para peserta tidak sedikit yang berdatangan dari beberapa luar Jakarta.Akibatnya mereka mencoba untuk berkumpul di Mesjid Istiqlal dengan maksudn untuk melaksanakan Shalat Subuh berjamaah, dan juga kondisi cuaca ketika berita ini diturunkan sedang hujan, akibatnya mereka berusaha untuk segera bisa masuk berlindung sambil menunggu masuknya waktu shalat.Rupanya pagar Masjid Istiqlal justru tertutup rapat, seperti yang diterima oleh media ini, berupa foto dan keterangan, berselang 5 menit ketika berita ini diturunkan, para peserta tidak juga bisa masuk untuk berkumpul dan melaksanakan shalat subuh.“Masjid Istiqlal di Gembok……ga blh (boleh) ada yg shalat Shubuh ….Rezim apa ini…..PKI nantang Umat Bela Islam….perang kita Mukai (Mulai)… Allahu Akbar…..!” demikian isi tulisan pada keterangan foto yang dikirim ke media ini. Tampak dalam foto para peserta sedang berkumpul dan berharap pintu segera dibuka.Kemarahan mereka ditujukan kepada pemerintah, dikarenakan Masjid Istiqlal memang dikelola langsung dibawah Kementerian Agama melalui Badan Pelaksana Pengelola Masjid Istiqlal (BPPMI). Dimana pengurus BPPMI ditunjuk dan dilantik langsung oleh Menteri Agama yang juga dalam struktur selaku Ketua BPPMI. Sementara pertanggungjawabannya langsung kepada Presiden.Sementara itu terkait dengan ucapan yang menyebut adanya keterlibatan PKI, dikarenakan adanya keterkaitan dengan PDIP sebagai partai penguasa dan juga pendukung utama Presiden Jokowi dan juga Paslon DKI Jakarta Ahok-Djarot. Dan di PDIP sendiri diketahui banyak di isi oleh para generasi dari pentolan PKI tahun 1960-an. Dan tidak menutupi diri bahkan dengan berani dan bangganya mereka mengakuinya. Seperti yang pernah diucapkan oleh Anggota DPR RI Komisi IX dari PDIP, Ribka Tjiptaning, ketika diwawancarai dan diterbitkan oleh salah satu media, pada tanggal 30 September 2015 lalu.""",Hoax
1903,"""Tidak diberhentikannya  Ahok sebagai Gubernur DKI Jakarta terkait stastusnya sebagai terdakwa  dalam kasus penistaan agama Islam,  menunjukkan bahwa betapa susahnya hukum di negeri ini untuk ditegakkan. Bagaimana bisa mencari keadilan kalau hukum yang menjadi alat untuk mencari keadilan saja sulit untuk ditegakkan.Tidak sedikit pakar hukum dan tata negara termasuk mantan Hakim MK Mahfud MD,  mengkritisi langkah yang diambil pemerintah, khususnya Mendagri Tjahyo Kumolo dan Presiden Joko Widodo yang diam saat Ahok kembali menduduki kursi Gubernur, semetara beberapa kepala daerah lain justru diberhentikan saat statusnya menjadi terdakwa suatu tindak pidana.Hal ini akhirnya bermuara pada tuntutan penegakan hukum lewat aksi bela  Islam dan Bela Negaran yang dilakukan oleh masyarakat Muslim yang tergabubg dalam FUI  (Forum Umat Islam) pada hari ini (Selasa, 21/02/2017).Selain massa dari FUI, terlihat juga sejumlah mahasiswa yang tergabung dalam gerakan mahasiswa bela rakyat. Adapun tuntutan mereka diantaranya adalah, memberhentikan gubernur yang menjadi tersangka, hentikan kriminalisasi ulama, hentikan penangkapan aktivis mahasiswa, kembalikan kedaulatan bangsa dan kembalikan ke UUD 1945 yang asli.Aksi yang digelar di depan Gedung DPR-MPR ini ternyata ikut menarik massa dari luar Jakarta. Mereka coba untuk berkumpul di Masjid Istiqlal untuk melakukan shalat shubuh berjamaah dan juga saat itu cuaca sedang hujan.Rupanya pagar masjid Istiqlal justru tertutup rapat, padahal saat itu sudah mendekati waktu Shubuh.Akibatnya jamaah Aksi harus kehujanan, sebagian diantaranya  memilih tiduran di jalan sambil menunggu waktu Shubuh.Menurut laporan salah satu kontributor gabbarberita.com di lapangan, masjid baru dibuka pukul sekitar pukul 04.00 WIB. Sebelumnya kemana pengurus BPPMI dan ditunjuk dan dilantik langsung oleh Menteri Agama yang juga dalam struktur selaku Ketua BPPMI.""",Hoax
1908,"""Massa dari berbagai daerah pada Kamis (1/12/2016) malam mulai mendatangani kawasan Monumen Nasional, Jakarta Pusat, untuk bersiap mengikuti acara doa bersama pada Jumat (2/12).Warga Parung Panjang, Kabupaten Bogor, Fajhulah, yang ditemui di kawasan Monas mengaku sudah tiba bersama delapan rekannya pada pukul 22.00 WIB.Namun, rencana masuk ke dalam kawasan Monas diurungkan karena kawasan doa bersama tersebut belum boleh dimasuki oleh umum hingga Jumat (2/12) pagi.Masyarakat yang datang ke Monas pada Kamis malam juga berasal dari daerah di luar Jabodetabek lainnya seperti Tasikmalaya dan Garut, Jabar.Kawasan Monas saat ini steril dari masyarakat umum untuk persiapan acara doa bersama.Selain petugas keamanan, beberapa orang yang masuk hanyalah yang berkepentingan menyiapkan fasilitas acara.Beberapa kendaraan untuk menyediakan air minum, air wudhu, peralatan obat-obatan, dan kendaraan taktis tampak berdatangan.Alas untuk acara doa bersama dan shalat Jumat berjamaah juga sudah digelar lengkap dengan tempat wudlu yang melingkari Monas.Pengamanan dilakukan ketat oleh aparat gabungan dari TNI, Polri, dan Pemerintah Provinsi DKI Jakarta.Acara doa bersama 2 Desember 2016 rencananya akan digelar di Monas mulai Jumat pagi dengan pembacaan dzikir, shalawat, hingga diakhiri shalat Jumat berjamaah.""",Hoax
1912,"""Peserta Aksi 212 Jilid 2 yang berasal dari luar kota telah berdatangan di Masjid Istiqlal, namun mereka tidak bisa masuk karena pintu pagar masjid dikunci. Menurut pantauan, ratusan massa mengendarai 5 bos yang diantaranya berplat nomor AD (Solo dan sekitarnya) tertahan di pintu masuk masjid Istiqlal, Senin (20/2) malam, akibat masjid yang biasanya menjadi tempat berkumpul Aksi Bela Islam sebelumnya itu ditutup.Aparat kepolisian yang berjaga di depan Masjid Istiqlal kemudian mengarahkan bus dari daerah itu ke tempat lain. Tidak dijelaskan kemana tempat berkumpul massa tersebut dialihkan. Sebelumnya, Forum Umat Islam (FUI) memastikan tidak ada long march saat aksi 212 jilid II, Selasa (21/2) besok. Peserta aksi akan diarahkan langsung menuju ke titik konsentrasi aksi di depan gedung DPR/MPR RI.“Skenario kita tidak ada long march. Jadi peserta diimbau semuanya langsung menuju ke gedung DPR/MPR RI,” kata Ustaz Bernard Abdul Jabbar selaku koordinator aksi 212 jilid II kepada wartawan di Mapolda Metro Jaya, Jakarta. Ustadz Bernard memperkirakan jumlah peserta aksi yang akan hadir 10 ribu orang. Massa dari luar Jakarta diminta memarkir kendaraannya di kantong-kantong parkir yang telah disiapkan.“Dan bagi mereka yang dari daerah-daerah yang bawa bus dan kendaraan, kami kemudian arahkan untuk parkir di Parkir Timur Senayan kalau yang dari arah selatan dan timur. Sementara dari arah barat ini akan kami arahkan untuk (memarkir kendaraan) di Stasiun Palmerah dan di depan gedung Departemen Kehutanan,” jelasnya. Ia menambahkan, pihaknya juga tidak memberikan fasilitas tempat penginapan bagi peserta aksi dari luar daerah. Artinya mereka yang dari luar kota Jakarta dipersilakan mencari tempat istirahat sendiri.""",Hoax
1916,"""Tahun 2012 kita dihebohkan dengan munculnya kuas atau sikat yang bebahan bulu babi beberapa hingga MUI keluarkan fatwa haram memakai sikat bulu babi, tetapi baru-baru ini muncul kembali info sikat gigi yang berbahan bulu babi. Info untuk anda kaum Muslim supaya lebih cermat dalam pilih sikat gigi, karena ada produk pembersih gigi yang memakai bahan dari yang tidak halal.Ayoo teliti sikat giginya, apabila ada tulisan """"Bristle"""" pada paket, jadi bermakna sikat gigi itu mengandung bulu BABI.Bristle bermakna Pig Hair dengan kata lain Bulu Babi! Jadi check kembali paket sikat gigi anda waktu beli.Demikian pula pada kuas (pengoles roti), Umumnya tercatat """"Bristle"""", """"Pure Bristle"""", """"100% China Bristle"""".""""Bulu sikat gigi anda terbuat dari apa? Plastik atau Bulu Babi? Langkah mengechecknya :Saksikan bungkusnya, bila dari bristles, jadi terbuat dari bulu babi. Silakan bulu sikatnya dibakar, bila tercium seperti bau rambut terbakar, bermakna dari bulu babi. Namun bila meleleh serta jadi keras bermakna dari plastik serta aman dipakai.Kemungkinan gunakan yang haram : Beribadah tidak diterima, doa tidak diterima, serta neraka lebih layak (hadist). Selamatkan diri kita serta beberapa orang yang kita cintai. """"Dalam kehidupan keseharian, kita memakai bermacam jenis kuas untuk merias muka, melukis, bersihkan debu, mengecat tempat tinggal, mengoles loyang kue, sampai mengoles makanan. Seperti ayam bakar, roti, kue, serta bermacam daging dan seafood yang dipanggang atau dibakar. Sesaat sikat bermanfaat waktu menyisir rambut, bersihkan rambut di salon atau pangkas rambut, membersihkan pakaian, serta menggosok-gosok lantai.Tahukah Anda, datang dari apakah kuas & sikat yang Anda gunakan itu? Besar kemungkinan yaitu DARI BULU BABI!Kuas yang disuplai di Indonesia, biasanya datang dari China. Kuas impor itu di produksi memakai bulu babi, terlebih babi rimba yang berbulu semakin banyak. Bulu babi dikira lebih ekonomis di banding bulu binatang lain, seperti kambing, tupai, musang, kuda, rakun, unta, serta anjing.Untuk umat muslim, pemakaian bulu babi terang HARAM. Sekecil apa pun, material dari babi terlarang untuk dikonsumsi serta untuk aplikasi.(istilahnyaPIG/BOAR/HOG/BRISTLE HAIR BRUSH) yang di jual beragam TEMPAT, SEPERTI PASAR, TOKO ALAT LUKIS, TOKO BAHAN BANGUNAN, TOKO ALAT MAKE UP & SALON, TOKO ONLINE, DLL. APAKAH ANDA FAMILIAR DENGAN BERAGAM BENTUK DI BAWAH INI? ADA KUAS LUKIS, KUAS CAT TEMBOK, KUAS MAKE UP, SIKAT RAMBUT, SIKATBARBER/TUKANG CUKUR, SIKAT BAJU, DLL. WASPADALAH!TIPS MENGHINDARI PENGGUNAAN KUAS DAN SIKAT BULU BABI :1. GUNAKAN KUAS & SIKAT YANG 100% SINTETIS, SEPERTI BAHAN NILON. Ada kuas cat tembok serta kuas beri makanan, dengan harga yang sedikit lebih mahal. Bahan nilon teksturnya seperti bahan plastik untuk sikat gigi.2. GUNAKAN ALTERNATIF LAIN SELAIN KUAS. Misalnya roller paintuntuk mengecat, spon & cotton buds untuk merias muka, dan pisau & spatula untuk mengoles makanan.3. WASPADAI MAKANAN YANG PROSES PEMASAKAN DAN PEMBERSIHAN ALAT-ALATNYA MENGGUNAKAN KUAS BABI.4. CIRI KUAS BULU BABI, BILA DIBAKAR AKAN MENIMBULKAN BAU YANG KHAS SEPERTI DAGING DIPANGGANG.5. BIASANYA KUAS BULU BABI DIJUAL BERWARNA PUTIH & HITAM. Tetapi, produsen mungkin mengolah bulu babi lewat cara diputihkan lantas di beri pewarna, hingga seakan-akan seperti bulu binatang lain. (AND)Rujukan : Kenyataan di lapangan & sebagian literatur di internet.Berikan informasi ini pada keluarga serta rekan supaya semakin banyak orang membacanya hingga terlepas dari product yg tidak halal…semoga bermanfaat…""",Hoax
1920,"""Sebelumnya sikat gigi bermerek Oral B mendadak ramai dibicarakan lantaran dalam bahan pembuatannya menggunakan Bristles. Dari hasil pencarian di Google diketahui Bristles artinya bulu babi. Sehingga tidak sedikit yang menganggap sikat gigi tersebut terbuat dari bulu Babi.menaggapi kabar tersebut pihak Kepala Dinas Kesehatan Sumut, Usma Polita mengungkapkan jika pihaknya masih akan mencari kebenaran mengenai kabar yang mengatakan dugaan sikat gigi terbuat dari bulu Babi itu.""""Sekarang saya mau lihat dulu kebenaran hal tersebut, karena memang perlu diteliti, apakah mengandung bulu babi atau tidak. Jika terbukti, harus ada kesiapan MUI menyatakan halal atau tidak halal, kami mengerjakan kalau ada statmen seperti itu,"""" ujar Polita saat ditemui di Jalan Mangkara, Selasa (8/3/2016).Sementara itu Ketua MUI Kota Medan, Muhammad Hatta yang ditemui dalam kesempatan berbeda mengatakan jika sikat gigi tersebut terbukti terbuat dari bulu babi maka bisa dipastikan jika sikat gigi tersebut haram untuk digunakan.""""Dalam Al Surah Surah Al Maidah ayat 3 dijelaskan turunan dari babi itu haram. Keharaman ini akan kita telusuri, benar-benar dari bulu babi atau tidak,"""" ujarnya melalui pesan saingkat.Lebih lanjut ia mengatakan jika memang nantinya terbukti mengandung bulu babi, maka pihak MUI akan mengambil langkah untuk melarang masyarakat agar tidak menggunakan sikat gigi tersebut.Tidak hanya itu pihak MUI juga akan mengambil tindakan agar produk sikat gigi yang mengandung bulu babi itu ditarik dari pasaran. (tribunnews.com)""",Hoax
1921,"""Hati-hati! Kini beredar sikat gigi yang terbuat dari bulu babi. Cara menemukannya adalah lihat pada bungkus sikat gigi tersebut apakah ada tulisan China Bristles ataupun Bristles China Bristles merupakan nama lain dari bulu babi dan diproduksi kebanyakan oleh wilayah Tiongkok, Cina. Hal ini wajib kita ketahui karena berdasarkan pendapat Imam Syafii bahwa kuas yang terbuat dari bulu babi adalah najis.Bulu babi memang menjadi pilihan produsen sikat gigi karena harga bahannya yang lebih murah dibandingkan dengan bulu sintetis. Produsen hanya tinggal mengumpulkan, membersihkan dan memotongnya.Tiongkok memang menjadi tempat yang banyak menyetok kulit babi dikarenakan babi dianggap halal oleh masyarakatnya untuk dikonsumsi.Tak hanya sikat gigi saja yang harus diwaspadai, namun kuas untuk mengecat ataupun kuas untuk mengoles kue pun harus menjadi perhatian kita sebagai umat muslim. Contoh nyata adalah kasus kuas bermerek <i>Eterna</i> yang telah diuji oleh LPPOM dan hasilnya positif menggunakan bulu babi.Selain melihat dari bungkusnya, ada cara lain untuk mengetahuinya yaitu dengan membakarnya. Jika sikat atau kuas itu baunya menyengat, kemungkinan besar telah menggunakan bulu babi.Menurut Imam Syafii, kuas berbahan bulu babi yang dipakai untuk mengecat masjid akan menjadikan masjid tertutupi najis dan harus segera dihilangkan. Terlebih lagi jika bulu babi tersebut menjadi sikat gigi yang setiap hari kita gunakan.Oleh karena itu hati-hatilah dan terus lakukan kewaspadaan terhadap berbagai produk yang bisa mendatangkan kerugian bagi kita selaku muslim.""",Hoax
1922,"""Inilah adalah info penting buat seluruh umat muslim terutama di Indonesia, mohon disebarkan info ini. Baru-baru ini tersebar info mengenai salah satu produk sikat gigi yang mengandung bulu babi.Jika anda menemukan dalam kemasan sikat gigi bertuliskan """"Bristle"""", itu berarti sikat gigi tersebut mengandung bulu babi. Kadang juga bertuliskan """"Pure Bristle"""" dan """"100% China Bristle""""Dikutip dari laman majalahlangitan.com, China Bristles artinya sama dengan Hog Bristles yang bermakna Babi peliharaan.Selain digunakan sebagai bahan untuk sikat gigi, bahan yang mengandung bulu babi ini juga digunakan pada kuas roti, cat tembok, kosmetik dan sebagainya.Menurut salah satu pegawai di Pengadilan Negeri (PN) Kabupaten Tuban, Bahyu Agung kurniawan, bahwa perlu diwaspadahi karena kuas jenis bulu babi ini tidak semuanya bertuliskan Bristles.Meskipun banyak dikalangan ulama berbeda pendapat tentang masalah penggunaan bulu babi ini, akan tetapi menghindarinya itu lebih baik supaya keluar dari perselisihan para ulama. Dan Itulah merupakan sikap wara' terbaik, yaitu menghindari kuas dari bulu babi itu lebih baik karena mayoritas ulama melarang penggunaannya.Berdasarkan fatwa MUI di tahun 2014 menyatakan, telah mengharamkan penggunaan kuas bulu babi. Dan di tahun 2016 ini, penggunaan bahan bulu babi sudah ada pada produk sikat gigi.Wallahu a'lam...""",Hoax
1924,"""aktifitas menggosok gigi tentu dilakukan setiap hari, banyak bermacam-macam bentuk sikat gigi yang ada di supermarket atau pasar tradisional, dan juga banyak juga bahan yang dipakai dalam pembuatan sikat gigi itu. Sebagai umat muslim harus berhati-hati dan teliti dalam tahu bahan-bahan atau pembuatan sikat gigi yang selam ini digunakan untuk menggosok gigi. Tahun 2012 kita dihebohkan dengan munculnya kuas atau sikat yang berbahan bulu babi beberapa sampai MUI keluarkan fatwa haram menggunakan sikat bulu babi, tetapi baru-baru ini muncul kembali info sikat gigi yang berbahan bulu babi. Informasi untuk anda kaum Muslim supaya lebih teliti dalam memilih sikat gigi, sebab ada produk pembersih gigi yang memakai bahan dari yang tidak halal. Ayo mari semua teliti sikat giginya, bila ada tulisan """"Bristle"""" pada kemasan, jadi berarti sikat gigi itu mengandung bulu BABI. Bristle berarti Pig Hair alias Bulu Babi! Jadi periksa kembali kemasan sikat gigi anda saat membeli. Demikian juga pada kuas (pengoles roti), Umumnya tertulis """"Bristle"""", """"Pure Bristle"""", """"100% China Bristle"""". """"Bulu sikat gigi anda terbuat dari apa? Plastik atau Bulu Babi? Berikut langkah-langkah cara mengeceknya : Lihat bungkusnya, apabila tercatat dari bristles, jadi terbuat dari bulu babi. Silakan bulu sikatnya dibakar, apabila tercium seperti bau rambut terbakar, berarti dari bulu babi. Namun jika meleleh dan jadi keras berarti dari plastik dan aman digunakan. Resiko apabila pakai yang haram : Ibadah ditolak, doa ditolak, dan neraka lebih layak (hadist). Selamatkan diri kita dan orang-orang yang kita cintai. """" Dalam kehidupan sehari-hari, kita tentu menggunakan aneka jenis kuas untuk merias wajah, melukis, membersihkan debu, mengecat rumah, mengoles loyang kue, sampai mengoles makanan. Seperti dalam memproses ayam bakar, roti, kue, dan aneka daging dan seafood yang dipanggang atau dibakar. Sementara itu sikat berguna waktu menyisir rambut, membersihkan rambut di salon atau pangkas rambut, mencuci baju, dan menggosok lantai. Tahukah Anda, berasal dari apakah kuas dan juga sikat yang Anda gunakan itu? Kemungkinan besar adalah DARI BULU BABI! Kuas yang disuplai di Indonesia, biasanya berasal dari China. Kuas impor itu diproduksi memakai bulu babi, terutama babi hutan yang berbulu lebih banyak. Bulu babi dianggap lebih ekonomis di banding bulu binatang lain, seperti kambing, tupai, musang, kuda, rakun, unta, dan anjing. Untuk umat muslim, penggunaan bulu babi yaitu jelas HARAM. Sekecil apapun, material dari babi terlarang untuk dikonsumsi dan untuk aplikasi. (istilahnya PIG/BOAR/HOG/BRISTLE HAIR BRUSH) yang dijual berbagai tempat seperti pasar tradisional, toko alat lukis, toko bahan bangunan, toko kosmetik, salon kecantikan, dll. Apakah anda telah tidak asing lagi dengan bermacam bentuk. Waspadalah pada kuas lukis, kuas cat tembok, kuas make up, sikat rambut, sikat baju, dll. INILAH BEBERAPA TIPS MENGHINDARI PENGGUNAAN KUAS DAN SIKAT BULU BABI : 1. GUNAKAN KUAS & SIKAT YANG 100% SINTETIS, SEPERTI BAHAN NILON. Ada kuas cat tembok dan kuas oles makanan, dengan harga yang sedikit lebih mahal. Bahan nilon teksturnya seperti bahan plastik untuk sikat gigi. 2. GUNAKAN ALTERNATIF LAIN SELAIN KUAS. Contohnya roller paint untuk mengecat, spon & cotton buds untuk merias wajah, dan pisau & spatula untuk mengoles makanan. 3. WASPADAI MAKANAN YANG PROSES PEMASAKAN SERTA PEMBERSIHAN ALAT-ALATNYA MENGGUNAKAN KUAS BABI. 4. CIRI KUAS BULU BABI, BILA DIBAKAR AKAN MENIMBULKAN BAU YANG KHAS SEPERTI DAGING DIPANGGANG. 5. BIASANYA KUAS BULU BABI DIJUAL BERWARNA PUTIH & HITAM. Namun, produsen bisa saja mengolah bulu babi dengan cara diputihkan lalu di beri pewarna, sehingga seolah-olah seperti bulu binatang lain. (AND) Demikianlah penjelasan tentang sikat gigi atau kuas yang terbuat dari bulu babi. Sebagai umat muslim waspadalah. Berikan info ini pada keluarga dan rekan supaya lebih banyak orang membacanya sehingga terlepas dari produk yg tidak halal. Semoga bermanfaat.""",Hoax
1925,"""Semua muslim yang membaca artikel ini perlu lebih teliti dalam memilih merk sikat gigi. Baru-baru ini ditemukan satu jenis pembersih gigi yang mengandung bahan yang tidak halal.Bahan tersebut diketahui mengandung bulu babi dan digunakan sebagai bahan dalam pembuatan sikat gigi. Untuk mengetahui apakah sikat gigi tersebut mengandung bahan yang haram tersebut atau tidak adalah mudah saja.Cek dibagian kemasan dan carilah tulisan 'BRISTLE'. Jika bahan tersebut terdapat dalam kemasan berarti produsen sudah menggunakan bulu b4bi sebagai salah satu bahan dalam sikat gigi tersebut.Jadi sebaiknya periksa kembali kemasan barang-barang yang anda beli dan kenali nama-nama bahan haram yang biasanya disamarkan untuk mengelabui konsumen. Istilah Bristle berarti Pig Hair atau bulu babi.Selain pada sikat gigi, bahan Bristle juga ditemukan pada kuas roti (pengoles roti). Bentuk penulisan biasanya berbeda-beda, kadang 'Bristle' saja, kadang 'Pure Bristle' atau '100% China Bristle'.Hindarilah menggunakan bahan-bahan yang menjadikan Bristle sebagai bahan pembuatnya.Sebarkan informasi ini kepada keluarga dan teman-teman lain agar semakin banyak yang tahu dan terhindar dari produk yang tidak halal ini.""",Hoax
